9.393359154241283093e-01,7.246993396523567554e+00
-2.985495788410795770e-01,9.535412738919634146e-01
-3.526121862396750517e-01,-2.547538772955119102e-01
-1.557737148277176797e-01,1.100248595241215988e+00
1.525156451976833027e+00,3.706328522840808937e+00
-6.517661270369773385e-01,-3.985390892427303822e+00
1.443200999384985250e+00,5.029741442734861900e-01
-7.994582102949304714e-01,-1.978980062511914717e+00
7.487335752653757615e-01,-1.059920695495109833e+01
6.794950925740047554e-01,8.653294832904528278e+00
2.048496122554148258e+00,-4.277274202391130764e+00
-2.565998285245669308e+00,5.129430375202503889e+00
4.243256313942406766e-01,1.256503666341876047e+00
6.366115460421163386e-01,-3.676189909859507221e+00
3.766675558527471934e-01,-4.434179600703677671e-01
-5.775991162553480995e-01,8.389694905417477422e-02
2.389679280295081476e+00,8.209756655665632508e+00
3.729410097171556027e-01,1.165150077845238386e+00
-8.033122802163934484e-01,6.927402124695881014e+00
2.124013752662624321e-01,2.237339215301410000e+00
7.205223901414828935e-01,-2.122611134179910319e+00
5.373543758261117853e-01,5.883120678901139655e+00
5.975525268640973220e-01,6.414706326183248208e+00
8.080970704898478019e-01,-1.340484077304711974e+00
-1.273963075560635483e+00,-2.172036069788145340e+00
3.822162372030795674e-01,2.249140649566540251e+00
-8.385859844970989796e-01,-1.196603815047613928e+00
-4.972156544657135857e-01,1.428078990378820468e+00
-1.508285684583076991e+00,-6.019771205216467580e-01
-1.315768017321318484e-01,-4.624323769945144491e+00
-5.374069965495199552e-01,-8.870542882386873718e-01
-2.281472140802837667e-01,-9.009693932292781593e-01
-7.928977601516860874e-02,-6.560629647331816194e+00
-2.828186551336647203e-01,-7.620077630381179024e-01
-1.345484172840833326e+00,1.059462300313771754e+00
-1.681891650999317367e+00,9.792380487785976584e-01
-2.120611877000624923e-01,-5.016706134695729347e+00
-1.054055388303386076e+00,8.029830938677848806e+00
2.129334827963708533e-03,2.075289135134315566e-01
1.590068581507758871e+00,2.108688130453951537e+00
1.506877368269913919e+00,-1.194620249545983448e+00
-5.362607551792508698e-01,8.772598331163941054e+00
-2.684921739663577722e-01,-8.795686461398972256e+00
-2.284416524206133170e-01,-3.103055268554822388e-01
4.969748730083429766e-01,7.286214629897455053e-01
1.369837463151726553e-01,-1.211879960769422393e+00
5.608049906877975443e-01,1.131868704325796493e+01
-5.167640153618552334e-01,-4.103918701977620209e+00
-1.040464744091513349e+00,2.567020203742532036e+00
1.253533565787850357e+00,4.417167104845463044e+00
-1.316059048290387334e+00,2.309649576939003524e-01
-1.491007712044138733e+00,1.181442155451462028e+01
1.627077096758981212e-01,6.459300363659409294e-01
-8.032981060346658930e-01,1.000410895641080433e+00
5.792309540092378528e-01,8.761671579615562422e+00
1.799280631066753622e-01,6.028864061408806485e+00
-2.070257553075978418e-01,-8.090515640776966277e-01
-8.060115852707985251e-01,-2.394828260706167278e+00
1.012193446658059548e+00,-1.913142295989377351e+00
8.542561498250308416e-01,1.088327174769010952e+01
-1.568386854002797870e+00,-1.631825171015846010e-01
8.673601630154973430e-01,7.633103045577529500e-01
-3.354174599758515812e-02,3.723736129978904241e+00
-1.595164384298987381e-01,3.416275856827653001e+00
5.063395255824949537e-01,8.626864082461862537e+00
-5.641510429711835695e-01,2.388939576750226834e+00
4.846542185697651495e-01,2.125871756010386804e+00
6.174406823456191074e-01,2.439216953743017058e+00
6.624074650016374965e-01,4.669644915922164685e+00
-3.880145648934417157e-01,7.691392409849730605e+00
-7.523456712704926774e-01,8.571773384276185626e-01
-2.979226231283725879e-01,-2.278414736179701083e-01
-3.878695818904235870e-01,2.155850744888292425e+00
9.611003068884698131e-01,6.675906723533730158e+00
1.654393825538270413e+00,1.230389100034793515e+00
1.871855267769537035e+00,6.864628472822932537e+00
3.491809286508527621e-01,-3.783705674194414392e+00
8.662943223141360560e-01,3.093392681876090844e+00
-1.005042882578446317e+00,-1.282297914692452023e+00
9.397324499061812109e-01,4.495708078405275643e+00
-3.696326765482658150e-01,-2.038388127888059564e+00
4.632318536982818480e-01,-4.484998238901453660e-01
-1.067952803710330162e-01,-2.750737810793186799e+00
4.430048792356856002e-01,-3.933488284240629351e+00
2.795396653222862460e-01,4.397891896861563232e+00
1.144131482491322904e+00,2.195743870711375223e-02
-3.482482178918884508e-02,1.835953709373679965e+00
8.891397199917763228e-01,4.939161234987107463e+00
-3.058669812651568787e-01,-5.104459081318440949e-02
1.086732604037365935e+00,-2.322211615111943850e+00
2.612325797915197034e-01,5.599106746405834834e+00
-2.318275701026638380e+00,-9.202937830025861299e-01
9.098692417019033085e-01,-6.694105918511136899e+00
-2.542970738204332684e-02,-1.584497970611351780e+00
3.694487094068661381e-01,9.514529827069057033e-01
6.494034243467085021e-01,-4.502530689406769149e+00
9.181184258940527920e-01,4.117535089199186871e+00
8.748894043770165663e-01,-2.134685304969020869e+00
2.007655753652241692e+00,3.691179671612943025e-01
9.999900000000000000e+04,4.325217549734327704e+00
