-2.923792774263818117e-01,1.395897357361410407e+00,1.444276325642718906e+00,1.178982538808004410e-02,-6.301159565729068657e-01,4.874813164605203974e-01,-1.044996194582704208e+00
8.296701545398287303e-01,5.562083820251215727e-01,-1.649031358804186276e+00,4.954106285041302016e-01,-4.427029030197711656e-01,-2.296345521319069327e+00,1.042236962385087340e+00
1.507173394700150659e+00,1.349780058710031483e+00,7.451316121553848149e-01,-4.324444567594486477e-01,-3.776698824962758660e-01,-7.062862994458289911e-01,-3.201693397625052229e-01
1.781184959257464451e+00,1.276244474494476533e+00,1.847443128757352282e-01,-1.170408325349687306e+00,-7.752964362929277709e-01,-1.216887993571482474e+00,-5.990083725843025064e-01
-3.685172784245198674e-01,1.604666738900453860e+00,2.574425663831918953e+00,-6.801872530550338025e-01,-1.739725205845653599e-01,-3.111027635357582755e-01,-7.973228125628480933e-01
7.726996886066410664e-01,1.591429427913694017e+00,2.512466806802154728e+00,6.257844977331203928e-01,-1.758985110885150860e+00,-2.516364837005279576e+00,-1.001990296239863465e+00
1.305258653469624663e+00,1.613686833484912597e+00,7.236793761311909323e-01,-3.160702387703478999e-01,-1.500940203128453998e+00,-8.178255368517363122e-01,-2.466666138851292267e+00
1.388969539460473968e-01,1.133999202894743430e+00,1.438853610605254074e+00,-1.488277005393753294e+00,-3.210809502093312506e-01,-1.448495348638280777e+00,-1.538740343480730743e+00
2.694933077042567793e-01,6.784378491695786106e-02,1.289810874335897584e+00,-7.658475125629297109e-01,-5.079217648720975031e-01,-1.376292540391167218e+00,4.234925267604225940e-01
4.117170983620308533e-01,1.195343266520457304e+00,1.365187838110274221e+00,-1.203888674263412728e+00,-1.240137256706700608e+00,-1.657497968188043735e+00,-2.425002333104496977e+00
-1.429795473131800998e+00,1.251354097583134983e+00,1.367566568607692989e+00,-1.191181626065829446e+00,-1.193487193395518231e-01,5.924261145287677000e-01,-1.540130156326328770e+00
-5.513624640264502830e-03,9.207216753207083659e-01,4.907969885670213084e-01,-1.514485423185604418e+00,-6.799580904484300303e-01,9.434797183131764520e-01,-7.424841001028574805e-01
9.965402915468968281e-01,1.288961531221539891e+00,1.788023340100157732e+00,-3.624350668456011171e-02,-1.528299130582961407e+00,-1.113179556815812266e+00,-2.245219142643806620e+00
3.814106179964842358e-01,2.136429480790524416e+00,4.284130704459855887e-01,-1.634551028307419385e+00,1.462276897868375336e+00,-5.657924011098262040e-01,1.317559190962015681e+00
1.761909692731281396e+00,-9.431698677809592368e-01,1.056178610139328899e+00,-6.569151867898820329e-01,-8.310882766011434830e-01,-1.740729294451981435e+00,1.870701277206977764e+00
9.709402636333996917e-01,3.400279391877017776e+00,4.372537227399026505e-01,-1.844056462447110967e+00,-1.821687755957652755e+00,-1.410097252833276249e+00,1.226098654488045225e+00
4.638567876127275280e-01,-2.744997291984094812e-01,2.256097521658304572e-01,-1.826758703662084926e+00,-1.404672393359484017e+00,-1.369515279777609784e+00,1.596926224962714524e+00
1.470383209094786814e+00,1.654610860766679403e+00,1.407855009737955410e+00,-1.812704599165723351e+00,-1.294314525059352849e+00,1.202740400492630757e+00,1.263759709898427008e+00
-9.632858339727123909e-02,-4.974585169082967884e-01,2.389527756630436706e+00,-1.540862051251286946e+00,-7.978472616490573932e-01,6.905234068546339810e-02,-1.364884380528449404e-01
2.579871748478737459e+00,5.768222466801316006e-01,2.203313802752420614e+00,-3.571285377805669681e-01,-9.129184830170796738e-01,-2.591352525916061911e-01,-2.252625502324456797e+00
4.635927673376213365e-01,-6.898811601591556819e-01,1.614077151189580173e-01,-1.437845655997378014e+00,-7.396579557234252977e-01,-6.027100651340959736e-01,-1.605686374253808779e+00
4.011223252290499475e-01,5.441896926109960342e-01,3.035955647615971476e+00,-2.530647919322382311e+00,-1.685681888140760698e+00,-1.631808627109516463e+00,-1.352334278891605290e+00
1.389089179270778018e+00,1.852931932531375780e+00,-1.017581908442728000e+00,1.107964527372503394e+00,-6.581818647647779130e-01,-7.242775570914906647e-01,-1.926040834482752429e+00
-3.352131113458298728e-01,9.342551994811578719e-01,1.312164668981198545e+00,3.763843330018231681e-01,-2.922706116094979656e+00,1.331049866344231170e+00,8.415853127979389114e-01
1.312742131694174308e+00,-1.675756682528825037e-01,6.376706498198327910e-01,1.298160870043319148e+00,1.926060406007424675e+00,-1.601486061842022579e+00,-2.044626735233497916e-01
1.380629691924297742e+00,1.152521832163427851e+00,5.400533804594696008e-01,6.718034655320621606e-01,-9.849747646643852717e-01,-1.194316186298787219e+00,-1.758809150746174943e+00
3.058876841493085585e-02,1.163960930326132681e+00,5.393542179863379804e-01,-2.429355756630687146e+00,-2.340947503333989044e+00,1.156599479418418674e-01,2.881116264950445149e-01
2.762237201785849305e-01,2.413682584041340284e+00,1.840347470013372400e+00,4.683541573946259362e-01,-9.180037360149518877e-01,-6.685938996162830161e-01,-1.966120673942851393e+00
-9.797219946237278876e-02,1.495608541021510529e+00,9.613301948688067755e-01,-1.028003902491316346e+00,9.207842021982748371e-02,5.681107907712794614e-01,-3.183258202990291164e-01
1.723770423921370476e+00,1.102596701922504252e+00,1.898598497191389622e+00,-6.245406728488225312e-01,-1.040987368345752007e+00,6.840407396525749473e-01,-4.509849243352395121e-01
