8.579768693108755784e-01,1.766002366274742386e+00,1.327680054665827170e+00,-3.150609873170697739e-01,-2.190634997338094081e+00,2.268001751232809227e+00,3.215757143836381893e-01,-6.885153325785378087e-01
-5.698963435272477174e-01,1.825033036386499052e+00,1.058933582254744654e-01,-3.286978192041903890e-01,2.757771766906613742e-03,-1.124025180441183824e-01,2.127632473805606272e-01,-6.980105219745247336e-01
-1.263556626028463192e+00,-1.832299557127910594e+00,-1.318704751391247543e+00,2.273811588630699987e+00,-1.319008077821584690e+00,-1.621058404510466566e+00,-1.762596892168180274e+00,-1.982572997547800142e+00
5.625695255175255927e-01,-1.776216732929549735e-01,-1.740688708551861197e+00,-3.975460711559997140e-02,-1.992794010826884010e+00,1.765486446808282484e+00,7.586552408620468313e-01,-1.171686788017369807e-01
-1.559260584688966667e+00,1.021369059644394950e+00,1.192466038367450354e+00,1.782882275854191345e+00,-4.946129348028205919e-01,1.946074599241113923e+00,-1.219219889941352886e+00,5.163156653652675177e-01
1.769505281130151486e-01,4.487293784082460046e-01,5.257665367100434750e-01,6.572237670997453929e-01,9.712249025052905882e-01,3.403024672521270944e+00,-1.369622548115891902e-01,2.322850125297788448e-01
1.178045045647148736e+00,1.932575454343042454e+00,1.213953859813990288e+00,2.392166327082867472e-01,5.149217459373489625e-02,1.302128154706809537e+00,4.086060662872552651e-01,-4.105497914479615540e-01
9.585783975929415002e-01,3.436982471135731076e-01,-1.904152620351930558e+00,-8.892393809097418611e-01,-2.002513383664221713e+00,1.114138285590414057e+00,-6.007599165862852475e-01,4.544301302111706242e-01
-1.407967721944522355e+00,5.768122312247143668e-01,-1.112398169808693993e+00,2.580245436547647930e+00,-6.228463323080788427e-01,2.714849549874930323e-01,4.280559282923219744e-01,-9.318930086652441602e-01
1.075809700337791552e+00,8.207332001548336420e-01,-9.643793181847947205e-01,4.618583496463194993e-01,-2.173453163268460830e+00,8.037795145559207821e-01,-1.552045545588102371e+00,-5.040269717010095185e-01
-4.258224787776696552e-01,4.595005667383862957e-01,6.425455032899135555e-01,6.964808213880938625e-01,-8.893293387669898298e-01,6.265229201299605810e-01,-1.244985077726443956e+00,1.152941585999435858e+00
1.451637269341237713e-01,2.466234289559531945e+00,-2.331727582099579976e+00,-1.292514373360021951e-01,1.077916432626653043e+00,2.196786235581642988e+00,-2.249826538668870057e+00,-1.479320523737675863e+00
-4.386218497949716522e-01,1.327957907359849088e+00,-1.673970000304146888e-01,3.341489001245903090e+00,-1.763680444154178240e+00,1.642050759213881994e+00,-3.532256593635883513e-01,-9.244341301226444152e-01
8.900589903262694502e-01,-1.913619189347985916e-01,-6.647676614988076160e-01,6.913193940939024174e-01,-6.995808853990432841e-01,-1.603199016847467462e-04,-1.777965709560066054e+00,3.496106796051965393e-01
-1.729139389161000295e+00,1.148568596863895674e+00,1.111785820363424993e+00,5.090091492564625675e-01,-1.801741734224903690e-01,9.426397984894009374e-01,-4.402542984633340262e-01,-2.418227260608787343e-01
1.266280576992545370e+00,1.598543784760713571e+00,-2.211001747587090505e-01,1.577110103559443255e+00,-2.284864965833882655e-02,1.501153465234536410e+00,-1.828800504910513158e+00,-2.132882973514432789e-02
3.668388701876715841e-01,1.433252677854691015e+00,-1.347785450557865028e+00,2.294877323543484393e-01,-2.960399451080427013e+00,6.907352179709679296e-01,-1.256947921204240926e+00,-9.358141547631644297e-01
-3.034394346955288091e-01,1.779551168109715364e+00,-9.794264830825819557e-01,-3.076630594328078061e-02,1.243165413197222513e-02,-4.540956756841141306e-02,-4.637432763894516197e-01,-1.622786868132797045e+00
2.666476924618979449e+00,2.850072618975252325e-01,-7.538163335618832672e-01,9.031389946270693692e-01,-7.209919520466118170e-01,9.700883349544285883e-01,-1.743254872091318131e+00,-1.516516570703660083e+00
-8.646654440288985555e-01,4.969343979793763300e-01,-1.938453653202822258e+00,1.620513759437289369e+00,8.384761070380863934e-02,1.122794454121744057e+00,1.432860657263816284e+00,-2.144339433452826515e+00
8.294363137187094059e-01,1.178224594668821901e+00,7.283749522658349296e-01,1.491503131727670350e+00,1.563575285683233895e+00,3.214059626440509021e+00,9.484130081953301428e-02,-3.354209108806043282e-01
-1.225907482834214024e+00,1.203701602870114185e-01,-1.285571443921002199e+00,-8.123426375857267789e-01,-2.563821093227705461e+00,1.340028911326615946e+00,-1.634413960221817508e+00,-3.463786005181184735e-01
-1.620828998676723254e+00,1.258825140685473354e-01,8.447887368650102147e-01,2.093744050074537455e+00,1.124133268150557363e+00,3.391969610971690141e+00,-8.373521593466770607e-02,1.217478934939797197e+00
-1.592008626011557126e+00,1.734246633609483945e+00,-1.141375588853701828e+00,-1.790568524122187588e+00,1.070941670696274217e+00,-2.005680328538518964e+00,-4.665350182811528468e-01,-1.873300443629062562e+00
-1.859700822896845018e+00,4.518866056234088213e-01,-9.704770827945478073e-01,-5.930509441654319147e-01,9.685369508188323984e-02,5.273101253572167746e-01,-9.216449204068520862e-01,-1.272755208716959352e+00
1.162165290956364672e+00,-6.986697582474712398e-01,-1.506191272526174574e+00,1.357511886746578744e+00,-1.000849575848357986e+00,2.796194756853961572e+00,-7.868136423309618488e-01,1.632972750670954820e+00
7.151581672501519105e-01,-1.850219600472491122e+00,2.897045549996084546e-01,-5.079946084759656699e-01,2.425864168529391351e-01,-5.499286608162861079e-01,6.944278792097517972e-01,3.140245270018032775e-02
1.351340907830884008e+00,2.692047619621240617e-02,4.215860602435099747e-01,9.694107511008454026e-02,-4.653812151804598285e-02,1.947629247833027932e+00,-1.786011307476876198e+00,1.260310283658122588e+00
-1.908637829386038653e+00,-1.188849099516605223e+00,-5.866005628182726639e-01,3.062677958315840332e-02,1.718040556198426883e-01,-1.179292771158495512e-01,-1.404901081120263573e+00,-3.471765140154341456e-01
-1.260124792813586581e+00,1.767004003528202194e+00,-4.552992132058427677e-01,-5.413481973443035056e-02,-8.366792286484054930e-01,2.765486959446099124e+00,-1.347271278098954639e+00,8.985042774659390830e-02
