-2.769117037697575445e-01,-1.053433840960610102e+00,-8.773482567201655868e-01,-1.080661281041966681e+00,1.997983217876743378e+00,-9.744935963271935675e-01,-1.148374339440358050e+00,-2.089414174469117480e+00,2.489375269563591786e+00
-5.072895647610584646e-01,-8.769541913013635392e-01,-8.473682382824336834e-01,-4.682082412221877377e-01,1.464422202496025394e+00,-6.494407173968697045e-01,-9.458474663355311840e-01,-1.019884677916378823e+00,-2.588912855811480007e+00
-2.040178257377066595e-01,-1.803905821228845463e+00,-1.106625226379326365e-02,1.541558856985513759e-01,1.802008323293130987e+00,-7.115647982517384063e-02,-1.000054102458675764e+00,4.076551251534533682e-01,-8.878311134844074637e-01
-1.877319933127875373e+00,5.061383730750007581e-01,-2.056923848397131493e+00,-7.980477869762936383e-01,5.509013836496345906e-02,-8.302018166823837975e-01,-7.520783706903989563e-01,-2.881114642075663923e+00,7.182209606697026461e-01
-7.522936963262738530e-02,2.863608271369106895e-01,7.255213800175810412e-01,-9.448091230035596255e-02,9.577707549065894721e-01,-1.034492054144994233e+00,2.739695515896332090e-01,1.693412812923172917e-01,-1.823564376261185283e+00
2.045598631840316095e+00,8.779495652620863400e-01,-1.300732990761043428e+00,-4.018462597093694910e-01,-6.401273059127186027e-01,-2.980471589641717212e-02,-7.860663307968062119e-01,-1.363091838405325884e+00,-1.776115953224863375e+00
3.476333802761140124e-01,-2.739031366676172752e+00,-1.276476571522993542e+00,-1.870212412073260388e+00,-3.135931943087166829e-02,-1.769108976866749228e-01,-6.230012450205802965e-01,-6.078941987725272611e-01,-6.568720643539756043e-01
-6.044394132833151856e-01,6.931283525071016971e-01,-4.018958462078707217e-01,5.145064260051158272e-02,4.203500861688494461e-01,1.405194530552875021e+00,-1.000243691398475798e+00,4.862441918506265059e-01,-1.575829319079191881e+00
-3.107063913514397591e+00,1.143783368666199562e+00,-2.618693013352409449e-01,6.803734434626564909e-01,-1.170727362601157839e+00,4.901781386443597732e-01,-3.455437145608906135e-01,-5.723451355919650929e-01,-1.192951391747585077e-01
-5.987835042477767100e-01,9.174111063862198101e-01,-6.362677069182569589e-01,8.127346697963269695e-02,1.375266780774255793e+00,-7.079468615778206075e-01,-2.826472037698408712e+00,-2.560647596287767280e-01,1.827980243424072171e-01
-3.480989942738742515e-01,-5.227881363202054876e-01,-1.797769287257542592e+00,3.213944796359370359e-01,1.062089458010392118e+00,1.275315414452741658e+00,7.158891182370423767e-01,2.162421989694921498e-01,5.174568723054234765e-01
-1.125421743592023294e+00,-1.572804426193883609e+00,7.369363816439060688e-01,9.574465184445823951e-01,6.859116007668993875e-01,-1.209612346910859060e+00,3.465315962635826530e-01,6.887658066205071261e-01,-1.508260127216747570e-01
-4.266041398831830755e-01,-1.015592333097002475e+00,-1.411234158246443160e+00,-1.622302827774088074e-01,-6.102523097205079239e-01,1.412551036687168526e-01,5.723481776358851913e-01,-1.268603881565783187e+00,1.204828064014216160e+00
-4.651987485239129083e-01,-2.750622955868972319e+00,-2.213863875892234212e+00,-1.463834662128347119e+00,-1.085139527328929265e+00,-8.896975069541193104e-01,1.271987076596614585e-02,6.480347069188330256e-01,-2.729014458266074250e+00
7.265872190443405376e-01,-9.901363337855945135e-01,-8.727345827389692001e-01,8.891924161577642594e-02,6.206010722221388942e-01,4.687595700169593371e-01,-2.004707595333503067e-01,-7.262342412265140323e-01,-1.233951788743442579e+00
4.576669980651577596e-01,2.132351541487875757e-01,1.845522717581516980e-01,5.559314677199930776e-02,-6.027171379919658012e-01,-5.842835117813760526e-01,-2.882567244949259866e+00,-1.238245145678718462e+00,-2.610296242822255364e-01
-1.224782447532147378e+00,-1.045098261278942342e+00,-1.066590112088882325e+00,-2.088702862404103744e-01,1.501744624050754595e+00,-1.170407204596113360e+00,-2.294393610634988701e+00,1.458757548777001034e+00,6.568260376807246725e-01
-1.267922817396635482e+00,7.142284270372361021e-01,3.705922677162322154e-01,-1.035224789669097145e+00,1.223953233218778802e+00,-4.702062215296416992e-01,-1.064714114672369982e+00,6.231688702748396924e-01,3.309606968944077687e-01
1.561596235004580890e-02,2.033402903433841225e+00,1.412276777699102981e-01,1.377680984694911404e+00,-5.111185374709317220e-01,-1.160099509606657087e+00,-1.902864192341029659e+00,-4.627892424116623049e-01,2.821885039353483338e-02
-1.862912603354507146e+00,-1.132411549345555546e+00,-2.088748848558102389e-01,-4.197332418896306816e-01,-7.377195128319113948e-01,3.802151795810908563e-01,-1.153344199935180114e+00,1.636092279149153894e+00,3.626026020921896409e-01
-1.866745608594852390e+00,1.037230270930570297e+00,1.360538951870853275e+00,7.685511801669719228e-03,9.020343736762503895e-01,4.368446915047291546e-02,-3.472115358264921348e+00,-1.781889938785554905e+00,3.171997094409703122e-01
-1.704965685748306425e-01,5.544406108050519144e-01,-8.084667853651663627e-01,1.594129770804230350e+00,5.757661830242903900e-01,2.769154494322813020e-01,-7.625013763338666095e-01,-1.611267089932821195e+00,1.047809601389585232e+00
-2.422983985052239220e+00,-4.897413523654923218e-01,-6.334258194717103940e-01,-9.005955960199985011e-01,-7.541921797128459115e-01,-5.132404905596990030e-01,-1.810275060253151436e-01,-1.310311194756166753e+00,-1.162247636001585427e+00
-3.239491764815822350e+00,-5.706846349834600041e-01,-5.566274961011279387e-01,-1.751696254440170408e+00,2.476245443203964336e-01,-1.681264676159141880e+00,5.110715208197609272e-01,-1.792783404353119003e+00,5.001358705240728231e-01
2.373134790732867039e-02,-1.310138632505916556e+00,-6.220571448588241292e-01,-1.961148174319532256e+00,4.486318509735023330e-01,-6.309091677933396092e-01,4.659448719795311611e-02,-8.115187950648420356e-01,-5.141596207396234020e-01
-1.941835055147454581e+00,-3.286249020999103543e-01,-3.985173583191440883e-01,2.044604382364052064e+00,6.133016862656233137e-01,3.271263718735178960e-03,-5.356319070981252484e-01,-1.142866659311574828e+00,-2.227712509379811689e-02
-2.144556647241560476e+00,2.359618143680078717e+00,3.653891879368533768e-01,-2.325587836551729737e+00,1.227972662187264641e+00,-3.550370098770541105e-01,-2.523400677549649807e+00,1.935002962108273161e-01,-1.292581310015361584e+00
-1.057009236001996033e+00,-5.924515438430311143e-01,4.030996203592852600e-01,-1.205413327153086689e+00,4.432279118658685735e-01,-5.993330550094344567e-01,-8.378334310893884584e-01,-4.106877484068782724e-02,-1.661190377836638810e-01
-2.595953586744681463e-02,1.660029848665404151e-01,-5.708534480393321342e-01,-8.717471781569703371e-01,-5.310524072819755581e-02,-5.155079514433493770e-01,-9.912276242838170548e-01,8.306537407555547592e-01,-1.308973352792832445e+00
2.799677675762539675e-01,1.207896632072379850e+00,-4.842517550373484081e-01,8.472096874526210408e-01,7.934024481076094037e-01,-1.587166182172014661e+00,-1.111262289128214675e+00,-1.458482276323036730e+00,1.044739893331052771e+00
