-1.357731514175961607e+00,-1.833981735509445432e+00,7.186978408476404345e-01,5.821523861027634306e-01,8.317657484376730359e-01
-9.024223927275702994e-01,-4.641301291252584726e-01,9.514340499379332350e-01,4.612546052236661254e-01,1.151537162955629023e+00
-2.305793340191801821e-01,-2.936122197107310150e+00,-2.422720909513866872e+00,-2.334234582588139428e-01,-1.392324061371323918e+00
-2.005175599557842414e+00,-1.806412541661902349e+00,-2.675663974040388693e-01,7.331971190898186608e-01,-1.522471749138567532e+00
-2.229866207109962417e+00,-1.907419917897910322e+00,5.517092302096224810e-01,-5.504629933845797130e-01,2.591480961662478988e-01
-1.528662406879094160e+00,-1.537508984364751363e+00,7.516361672780971226e-01,-3.778444714613379274e-01,4.024750423186388426e-01
-8.676153752593893653e-01,-2.252316589762166643e+00,1.170536604170763217e+00,-4.239273894406312415e-01,9.359491467507148332e-01
-4.222772213008972875e-01,-1.148845397821228742e+00,1.631217067357933370e+00,-1.919803136012249833e+00,1.513532763584231722e+00
-4.742318493588177919e-01,-2.866496318383185749e+00,-2.263822044158896318e+00,-2.730105624640598583e-01,-2.109227966683968170e+00
-1.448695729832227830e+00,-1.152693150609380268e+00,-4.049252087327201433e-01,6.940565728638736775e-02,-2.787632390587287956e-01
-2.541983004648105116e+00,-8.490791633538343763e-01,6.866748436651495258e-01,-8.223787803765468807e-01,3.360576463933379054e-01
-1.337584732674740762e+00,-3.245692364923010942e+00,9.771117343921014164e-01,-7.363115540683782267e-01,1.919599683785103483e+00
-1.678499716897655869e+00,-2.401826881584418594e+00,-2.542757342540585164e+00,-7.050906367053428880e-01,-1.343615492593076777e+00
-2.755469006255198972e-01,1.757753903926846384e-01,-1.118469963887218921e-01,1.867557798932639734e-01,-5.509783398326963955e-01
-1.712768756970294959e+00,-6.955750970399949829e-01,5.159736606371277956e-01,-1.425093644549744409e+00,1.623410331205997537e+00
-8.208561661127102838e-01,-4.951044321309944207e-01,-2.281583773098147527e-01,2.904151248549888265e-01,3.667733244729243225e-01
-2.059023922378091953e+00,5.518070847188882855e-01,-1.113239849306761620e-01,-6.132482887318990716e-01,1.870814170298014667e-01
-8.087602287173921711e-01,-1.086561918472403132e+00,-5.032123674756801002e-01,-1.153460863587139507e+00,-1.104255243543387000e+00
-2.211847262378947576e+00,-1.839683910498634001e+00,-4.808220897239395275e-01,-9.084823884289672247e-01,-1.034171656106249726e+00
-2.199730431508221340e+00,-8.547977622748859083e-02,1.404694315141765237e+00,-1.178717324387106302e+00,-7.033057163650915933e-02
4.192112778373495718e-01,-7.088409372572936906e-01,-1.623320595623313212e+00,9.580166052707601576e-01,1.257321847942961535e+00
-1.102775152637008649e+00,-1.933350058437181218e+00,-1.279438710178101568e-01,3.425632949474174405e-01,-2.144852005130618799e+00
-1.981081913119943305e+00,-8.413689077442256803e-01,1.116598377525652053e+00,-9.493218555026819994e-01,-1.003032607994483127e+00
-1.188113309960423525e+00,-7.992210801029226985e-01,-2.497913265866805177e-02,-1.400811686453228955e+00,-5.836585122674868842e-01
6.058724834632880363e-01,-1.597331290843356566e+00,1.556743288650236368e+00,6.708821800969010374e-01,3.108340681752541634e-01
-3.999834448862210623e-01,-7.060081792864466577e-01,5.083548904962408299e-01,1.566033978703476937e+00,-9.395025907256933095e-01
-5.915278271328449078e-01,-5.858574286424811373e-01,2.546882481254161834e-01,6.851252508682367237e-01,1.094944205372162305e+00
-5.514345330926906374e-01,-6.290081110795575636e-02,5.781125577360225476e-01,6.792156418594532674e-01,-7.149212510773591545e-01
1.051316404085804734e-01,-1.732293625875314103e+00,-7.324729175271281478e-02,-7.543878960425915992e-01,6.852058870575069571e-01
-1.117388128778398881e+00,-3.518878607980853168e+00,-9.570109442211877093e-01,-1.341360287957633846e+00,5.051485287133397062e-01
