-2.153845264962388484e-01,5.204236136188848949e-01,-1.106771895425918473e+00,-1.819065598680149609e-01,6.053231498053857074e-01,-1.057234584383191844e+00
-2.928534116942842491e-01,4.828335434686717997e-01,4.653317460654603499e-01,6.751427628958062144e-02,-8.752342993158066520e-01,-8.571027506780349858e-01
-2.383541723645425936e-01,6.664496529002388314e-01,-6.401284430670635128e-01,-5.448340976694180382e-01,-4.873526119041660110e-02,-1.587063098426407137e+00
1.913094501214225307e-01,6.608741360951013721e-01,4.208546055548700870e-01,-1.368586892797384325e-01,2.225646391432219984e-01,-1.888944850221941252e+00
1.064400252468681751e+00,1.380497533103502983e+00,-3.647056611288987393e-01,-9.187153874784819152e-01,-3.199654757705869268e-01,-1.721033441837195532e+00
9.450463771497796817e-01,9.555644159628216006e-01,-1.208074148777255052e-02,-4.948496010474311979e-01,1.149012766587466539e+00,-1.581115854928277997e+00
1.727349218000806319e+00,1.864703627056305546e+00,1.132398721576792222e-01,-1.611546819441987299e+00,-1.267902294340779168e+00,3.807352828407661871e-01
1.765001150237379690e-01,1.206522776074681946e+00,-1.532033982477242207e+00,-1.580801362537620047e+00,5.902994602943323343e-01,1.134236397386523265e-04
1.957094165842665934e+00,9.014107254193611807e-01,7.336894439066503626e-01,-2.054521199808914123e+00,-9.282734020219403082e-01,-1.671402251964055896e-01
8.618420918872727876e-01,-3.496493974946761618e-01,-1.351865602706566749e+00,-6.910884295154802182e-01,9.238604195701547450e-01,-2.535363167363160919e+00
1.621440112553751867e+00,1.270010385764533289e+00,2.017171588367199231e-01,-2.412285874486752579e-01,8.836420301930942856e-01,4.518878292278549758e-02
1.236747102336577253e+00,1.213061418700831506e+00,1.083871839238675916e-02,-6.177347660526755213e-02,-1.565359570207581541e+00,8.549273352204234122e-02
1.324419429185697883e+00,-6.349146730414665374e-01,-4.517650238438300492e-01,-4.894280623822458431e-01,-1.009474822282195872e-01,-4.636063508239859354e-01
1.030596424091771990e+00,7.744268780662593166e-01,3.748452008842626526e-01,-1.602581170733510918e+00,-2.738541485617609905e-01,-1.956053026194683464e-01
-3.246752267270208714e-01,1.546660701439246388e+00,-2.707535646609982027e-01,-2.049415935082469442e+00,7.210308479138360926e-02,-1.031441985355012525e+00
2.101201034907316689e+00,6.811500619148390667e-01,5.088168764084448625e-01,-7.244961446294165830e-01,-5.681525641277440641e-01,-1.688692242783514375e-01
-6.741881588548943594e-01,8.867332214011367508e-01,-1.794724652722847480e-01,-1.215047323607431284e+00,-1.125373995797878113e+00,-6.673094330595785717e-01
1.043554316710497254e+00,7.886886186328131432e-01,-2.777511289379845927e-01,-9.432420637928971008e-01,-1.129064666514528970e+00,-1.937964049768022834e+00
7.261995542512366120e-01,1.074270040767038470e+00,-1.213974554562571084e+00,-1.998810841771220037e+00,-3.162013532504132307e+00,-5.095152946359188251e-01
-7.879901687054591264e-02,1.459112238349892010e+00,-2.785007885849269949e-01,-3.553203238909112827e-01,-5.067902203155590923e-01,-1.888861468538829191e+00
1.457047515329522813e+00,6.316782034731192041e-01,-3.802797308316919755e-01,-2.355532610815108896e+00,-9.855723594047002267e-01,-2.269791230251335890e+00
6.729372566440827708e-01,1.203618507161053230e+00,-2.042163486752412993e+00,-1.639651788160353618e+00,-1.379784719700072104e+00,-1.352184788039680896e-01
6.467581283061200059e-01,5.998097401150982444e-01,-1.613947818530440337e+00,-7.632422697544002377e-01,4.410744766118848137e-01,-1.151670913540291163e+00
1.587270716943259830e-01,1.237239418686950199e+00,-9.802009566658190787e-01,-2.828729903369982424e+00,-7.817855546547812784e-01,9.741042629228287009e-01
1.657634635362036590e+00,2.926618596025944097e+00,-1.062839382154090240e+00,-1.245480723281345181e+00,-9.643110658743903052e-01,-1.733263411095645190e-01
-1.118918319403779726e+00,-8.913928998831888162e-01,-2.044708485839549006e+00,-3.116161045807920082e+00,-5.803114768019278502e-01,-1.785211108837044813e+00
1.340118337505261437e+00,1.164177849992621860e+00,-2.471645242838649836e-01,-6.630372416398113700e-01,-5.179784135893032992e-01,3.661529950411488432e-01
2.106869208986704933e+00,1.625062017277860260e+00,-8.079200907814440002e-01,-1.724455859432856286e+00,1.290973693095799346e-01,-1.230003496822520415e+00
9.425326682145600543e-01,1.341891625809095379e+00,-4.409082234990536198e-01,1.787582789474961853e-02,8.525877130359371669e-02,-4.291545618171827559e-01
6.077417788075551996e-01,-8.264503616474583314e-02,-7.505405469281780650e-01,1.627749515795491320e-01,-7.704459339825329156e-01,-9.069942281542250351e-01
