1.000000000000000000e+00,3.421354303291274657e-01,-2.473866839975548793e+00,1.624736481112679209e+00,-8.475655025707103107e-02,3.893670481675947648e-01,1.854224432350579377e-01,-8.475832229818859587e-02,4.628427075249529343e-01,5.948121949166726430e-02,7.573656953641756395e-01
0.000000000000000000e+00,5.428958331350436373e-01,2.166804063281137616e+00,3.025324973635692860e+00,4.108894995816626539e-01,4.695061824403629069e-01,6.147937657877101669e-01,8.635170465887063163e-01,-3.754574565783855289e-01,1.573117302673424645e-01,1.278001272094614338e+00
0.000000000000000000e+00,-4.845969618001088053e-01,-2.229764486059146733e-01,-1.678377974678085360e+00,-9.420375317954692296e-01,-4.341373471796673988e-01,5.379683084237155688e-01,-5.229038134431461815e-01,1.190491527099287294e+00,5.687945201553068486e-01,-6.660325276745647782e-01
0.000000000000000000e+00,6.768607635352371643e-01,-3.748721066606760383e-02,3.658143191246631676e-01,-2.931779794346899060e+00,-1.952092566703236054e+00,1.366002610452555222e-01,-9.307588619656448348e-02,-1.031419367771840179e+00,-1.649487415723787098e+00,-9.013602073147071181e-01
0.000000000000000000e+00,1.498540280479707221e+00,-1.951380576355304097e-01,-1.337242077415551567e+00,-1.897918466474580179e-01,3.392088112041140580e-01,-1.288540355631623058e+00,1.891027271673993183e-03,-5.288233252554379593e-01,-9.326663549356222216e-01,1.336358380448078031e-01
0.000000000000000000e+00,4.718460921931113550e-01,1.379891440591312080e+00,6.958172850127096742e-01,-5.326876908739934802e-01,1.108358820781186749e+00,-1.266176153445835451e-01,1.134802558292208108e+00,3.104274370474753297e-01,4.277122855294582249e-01,7.778195303850363729e-01
0.000000000000000000e+00,6.774552351987325749e-02,7.860393803209068109e-01,7.485762432438585190e-01,3.109364316346174273e-01,-1.829739401199017124e+00,-1.308699420552039971e-01,6.636774433663809869e-02,2.841504183877360257e-01,1.799701998777541778e+00,2.805649618043893678e+00
0.000000000000000000e+00,-1.009561953139063606e+00,-9.416606302079730817e-01,-4.903041940514029084e-01,1.915538061151349059e+00,1.335067643715279972e+00,4.098596145726863815e-01,1.818702753649978243e+00,-3.949625152340168616e-02,-2.784070968263521184e-01,1.985072868467564255e+00
0.000000000000000000e+00,-1.693532052157576073e+00,-1.130770092353210465e+00,1.564673813650054424e+00,7.328509611790480216e-01,1.031842292021651231e+00,-4.661486135292538524e-01,1.845281683204783585e+00,1.405433170925325381e+00,-1.377820646630984358e+00,-1.597407933494539578e-01
1.000000000000000000e+00,6.781735849995103038e-01,8.047761779658211267e-01,-4.933928166755153777e-01,1.121625879481884525e+00,-1.485696147500546460e-01,-6.335407687482303984e-01,8.820129631669211545e-02,-3.204169704220769521e-01,4.188049196184503997e-01,-9.780441233843715221e-01
0.000000000000000000e+00,-4.577557437529858886e-01,-1.427124501784743593e+00,4.036922168659119459e-01,-4.083066269051794928e-01,-1.050748640596764316e+00,6.628962981333461624e-01,-2.983818340088734811e+00,-8.363583527864978384e-01,2.014364077304295009e+00,8.406161791044404474e-02
0.000000000000000000e+00,1.579718277275500515e+00,-2.354083105832710243e-01,8.284034557829952350e-01,-1.093116319292951388e+00,1.693883672980664168e-01,-1.010821295135292175e+00,-2.518698660139506162e-01,9.051345583336901923e-02,-5.026637710683332649e-01,-3.552249361624636448e-01
0.000000000000000000e+00,-2.654807666195748705e-01,1.731163177056387559e+00,-8.842881481677029587e-01,9.923611504978020470e-01,-4.259759064118845973e-01,-2.209043031448469030e+00,-3.088874209272970961e-01,-1.162112403676214489e+00,-1.470782251092505488e+00,1.252281893626507436e+00
1.000000000000000000e+00,-1.047938506731872499e+00,-5.104419456844672132e-01,-2.032183087532742238e+00,-1.738679018270116838e+00,2.071405436783002596e+00,-4.537837382554074650e-01,6.903657169833889995e-01,1.654192559650569327e+00,-2.447316254658861712e-01,-1.631186959238011491e+00
0.000000000000000000e+00,7.481352640652983998e-01,1.856760446420564481e-01,9.404478399165960845e-01,4.981168230449010970e-02,1.810672798753181281e-02,1.732495606841965907e+00,-5.542884487102391899e-01,5.981886093711858976e-01,-1.154146690967189359e-01,2.531323456437934993e+00
1.000000000000000000e+00,4.021986633149373658e-01,7.207670504142010826e-01,-1.966866683869471222e-01,3.709885434983013486e-01,-8.561337592928655593e-02,1.369365281327501460e+00,4.143295674435664155e-01,-1.600273227209317861e+00,6.491941648870471759e-01,-1.061461563750379256e+00
1.000000000000000000e+00,-9.501096393470992441e-02,-8.023141823253733262e-01,-5.920957372678365971e-01,-3.475653297075562143e-01,-4.874327800256039733e-02,4.513052704705141638e-01,4.680906359611181067e-01,9.009934965435018039e-01,3.115990238500800924e+00,-5.866618635570377549e-01
0.000000000000000000e+00,8.642963254241020632e-01,1.328911793260777463e+00,-1.621598872478430486e+00,8.709461251597265807e-01,1.777170627141765769e+00,1.397259369117734407e+00,-3.759005738916365025e-01,2.145864174011429704e+00,7.996459779832845172e-01,-6.000241055028150416e-01
0.000000000000000000e+00,1.064694245376003323e+00,-5.905820856958380327e-01,4.263745364933997917e-01,3.399889215461621844e-02,-1.521665399714319800e-01,-5.197165154712590773e-01,-7.284128573647166149e-01,-5.339950221214093684e-01,2.557954292501756280e-02,-3.922799982321243523e-02
0.000000000000000000e+00,-4.445934058744035466e-01,-5.231627167263590561e-01,-1.476070369300345630e+00,3.252930646289801664e-01,2.382616975156123459e-02,-1.688523911449532067e+00,-1.332400788144467940e+00,-1.477099617562925848e+00,1.196023239169831734e-02,-8.970569415535152302e-01
0.000000000000000000e+00,3.540454959734045670e-01,-1.184884729680846904e+00,8.210951404180384383e-01,-5.543343562666870339e-01,-1.327188246571361141e+00,-8.278530038389406154e-02,-9.135678337713509442e-03,-5.341419480050419999e-01,-1.577393117818146062e-01,7.154703704213903892e-01
1.000000000000000000e+00,2.949497270019790229e-01,-2.570427313981563655e-01,5.711524961390886945e-01,1.453443392950429347e+00,-9.570617590978278688e-01,-3.199075887209422153e-01,7.953342730145018802e-01,1.465020875306802139e+00,1.744996338205501152e-01,-1.502669327851629433e+00
1.000000000000000000e+00,1.064322549857856348e+00,9.593472930444523206e-01,8.949440137908819537e-01,-5.887047911651734911e-01,-1.473693360736405555e-01,-6.043873103045027673e-01,-1.121440967921650600e+00,2.475187075020079397e-01,2.262762727718615086e+00,1.230149689589273398e+00
1.000000000000000000e+00,-6.812565480456013178e-01,1.060260178089784233e+00,1.678583014384111838e+00,-7.175881114712753250e-01,9.115560062074954395e-01,3.869810382492294143e-01,3.859396011316161834e-01,-5.416410209039770329e-01,-6.579335859364821015e-01,7.126086708923204394e-02
0.000000000000000000e+00,-4.675390645207462836e-01,-7.480245201399605692e-01,-2.741732960417457843e+00,-1.040738136657146651e+00,2.201776834374407632e-01,9.091720554899469509e-01,-2.101468141922104571e-01,-1.547759311139346616e+00,-4.578839528861568531e-01,-2.301645741865395722e-01
0.000000000000000000e+00,1.027276363732425368e+00,-4.203357258960571663e-02,8.818651475213673541e-01,1.517178301715378153e+00,6.962111826046940566e-01,-1.127862569955915495e+00,1.223642408880702748e+00,-4.172877271757767792e-01,6.399170521008832324e-01,7.721101593182562173e-01
1.000000000000000000e+00,2.527157417527811756e+00,-1.158065703934677421e-01,4.106778824307536629e-02,-1.517393235290042330e+00,1.699654348019585814e+00,-1.270317482798035968e-01,1.003365090792675100e-02,-6.614487607099794886e-01,-3.204528196005617668e-01,1.540356905057851944e-01
1.000000000000000000e+00,6.199609033330083507e-01,-3.429068776130479446e+00,6.523068345025997417e-01,1.500645274523869865e+00,-1.237148687201338415e+00,3.886115795019741692e-01,4.188352606463542627e-02,-1.483497913982842809e+00,2.082199592244219133e+00,-2.481421071335262241e+00
1.000000000000000000e+00,-9.328384658709607535e-01,1.165124781731012638e+00,1.013395646921103621e+00,-2.474375682573107527e-01,-5.567481326769774252e-01,6.559141951551421545e-01,-5.701572377813644010e-01,-3.146019932477416708e-02,1.129341822928802364e+00,-9.435118441464486194e-01
