-1.831370289882795044e+00,-1.175519326088596772e+00,-1.562896417674279892e-01,9.921587368778503890e-01,-1.931589267981489888e+00,2.345622539797138195e+00,-1.244202542357931707e-01,1.917564971921912109e+00
1.949526801468575155e-01,-1.028568277677763820e-01,2.023349357859346220e+00,4.297355657525198658e-01,-1.931163416649070985e+00,8.376922176536362175e-01,-2.006094413789890840e+00,7.979257393021933487e-01
-9.397586529293933122e-02,-7.674434490703607725e-02,-6.401509644760909890e-01,-4.284192430527804518e-01,-1.858121148888208340e+00,-3.927254387586680551e-01,-2.791274045996335218e+00,3.384435116491664730e-01
-1.154689835708833989e+00,-2.179136960541415924e+00,-4.276417327695802850e-02,1.451319623227280919e+00,-1.011420407305925862e+00,2.084496181286763061e+00,5.924704404289984350e-01,-1.302672392015365999e+00
3.076529182241705129e-01,-1.293356866861674614e+00,1.984605581852405543e-01,2.067402890473718724e+00,5.600322096697580854e-01,5.802160763100719931e-01,-1.920684961777990196e+00,5.643637338752820476e-01
-2.366208520755841427e-02,-2.994639979274505981e-01,1.189883482695577976e+00,7.429196390359524838e-01,-2.567116004651230909e+00,1.553471957786064284e+00,3.679599207615480427e-01,1.373651917608745388e+00
-1.253467981495337558e+00,-9.832522046975721297e-01,1.956358925459612319e+00,-2.488732792302346120e-01,3.135529727352041052e-01,-3.268312174284464522e-01,-2.272672152092227726e+00,1.181196929253230721e+00
3.566650332474803342e-01,-1.931474095626179110e+00,9.653194802816881248e-01,9.221148633293029251e-01,-1.543753875600366143e+00,-9.601355978918466594e-01,-6.622278885851847763e-01,1.710397371448372006e+00
-3.110491329225676949e-01,-1.669927869665227105e+00,9.657362158538477237e-01,-3.043196304098146676e+00,-2.310670822553214654e-01,-1.154476819285820133e+00,-1.540931877808525030e+00,-9.640663532013169501e-01
3.777823607000405648e-01,-9.557715188531623607e-01,1.409151143342278756e+00,1.377303938786163640e+00,4.262126710383218331e-02,2.485536457665703525e-01,1.392655871134364842e+00,1.519324785045547355e+00
6.738927022327838579e-01,-1.884995564438318727e+00,8.056800479082389943e-01,1.271567501659568666e+00,-4.272236963774400653e-02,1.512887327408666938e+00,-9.670272015205938487e-01,-5.637719427066487654e-01
1.219986375674795065e+00,3.654853940510920385e-01,2.917416829970113312e+00,-7.349155404553475712e-02,-5.750714317751295379e-01,1.723168476869513466e+00,2.081830263089028854e+00,-2.461916278059279151e+00
