2.571973309497715965e-01,6.976388502205934650e-01,-7.530900013990322606e-01,1.532142172502534150e+00,-3.462405397885178204e-01,-6.403405734151391693e-01
-1.115343101274198112e+00,-7.024817608227182930e-01,-7.784302208192727113e-01,-1.379584744486384018e-02,1.800814845621067084e-01,-2.996678709449065003e+00
-3.182730970948791649e-01,4.351132591636854841e-01,9.574968472337963554e-03,-1.079747703776817280e+00,1.241738507191644247e+00,3.815368018437743647e-01
-9.058497044660591691e-01,-2.838540320793457639e+00,-2.557177648740365794e-01,-1.420055654290460767e+00,-1.369047391202885988e+00,5.956135669070401484e-01
-1.835475614364792118e-01,-7.891806449977767368e-02,-1.158056522265749733e+00,-1.618029606028905221e+00,3.782480562295287840e-01,-6.535617022232672602e-01
-4.772938629379092079e-02,5.756277679193593233e-01,1.011923955551427279e-01,-1.268198535424007289e+00,2.158127551857631776e-01,4.560129475522842757e-01
-1.605034285198829513e+00,-1.478935672134062740e+00,-3.661239733243185079e-03,-7.434552188234595516e-01,6.568434586165026179e-01,5.671313207813497570e-01
1.254777216183671440e+00,-1.704381466230147080e-01,-3.194769232502855383e-01,-1.669495752705251856e+00,-1.361731000294657823e-01,-1.159566717993018026e+00
-1.182191975078898505e+00,-8.777665871555168087e-01,5.491572304583023367e-01,-9.714045430330227049e-01,2.023142569204788632e+00,1.669841677019794357e-01
-1.499230285341269564e+00,-4.167257190805489508e-01,-1.295507058225851438e+00,-1.630900559752765266e+00,1.390545747937653953e+00,-6.635583817745794866e-01
9.963532205744483061e-01,-2.124988200407878391e+00,6.957032764974221406e-01,-4.618423980448123078e-01,1.014123743004148093e+00,-1.299901917341995672e+00
1.885878165263340289e+00,-9.599113054580097337e-01,-5.169314699167197880e-01,-1.511593227467094014e+00,-8.181166113647813098e-01,-1.347279074897185680e+00
8.984514030457910749e-01,4.518494667144463683e-01,-5.066523886538508714e-01,-9.694406411450150474e-01,1.295974565213533214e-01,-2.375621680875219521e+00
-1.507860433015337787e+00,-3.296025508330461817e-01,4.769846826750846480e-01,1.246976847158315804e+00,7.265778849584231258e-01,-4.940507841206697170e-01
-4.949502854409661978e-01,3.175558299298548715e-01,7.419860422896714658e-01,-8.871990374703806470e-01,2.883952297884986748e+00,-1.903186207842833877e+00
-6.305579467918039915e-01,1.057131056345157250e+00,1.226200129906209080e+00,-8.157737031788009352e-01,-1.417837097273813018e+00,-1.152019576746994289e-01
7.783746323735591943e-01,-1.748731813033169713e-01,-7.761973197177175487e-01,9.846293002846138176e-01,-4.486310171976630179e-01,-7.739798869878513621e-01
-1.511306456031968337e-01,-8.573291164862599789e-01,-1.055735313507495832e+00,1.015516367461581693e+00,-1.276094322168212614e+00,-6.320167859745137173e-01
-1.172188082880926352e+00,-1.118063874508099742e+00,-7.000586331227037773e-01,-6.331360659103641986e-01,2.150673667514772180e+00,-1.508446531491016263e+00
-4.802326815598170762e-01,2.085688604762999443e+00,-2.454348574856357601e+00,-9.193560706690112605e-01,-2.091937384552077006e+00,-2.124206177477327984e+00
-5.855438272897764973e-01,-1.140034204642782711e+00,8.158930870150920001e-01,-7.774474831721612800e-01,-1.946031972591781289e-01,3.650726709638301148e-01
-7.215823968306624980e-01,-1.460832480845811965e+00,-2.321829595086024323e-01,-2.734520375896794420e+00,-1.519523397162135803e+00,-1.124421415875601404e+00
-1.179184920584113394e+00,3.516804047500747821e-01,6.318666052806051203e-01,-7.063345827911571284e-03,3.586490435926549258e-01,-1.059000071714034652e+00
4.765854594847079850e-01,-6.508998292284050580e-01,2.376727334792952395e-02,-1.318192867343083607e+00,1.602595127014993404e+00,-5.677600968321334651e-01
-4.355235752389584603e-01,4.668957330349743362e-01,3.596885316856698878e-01,-1.455609705049113023e+00,-5.249252779184185869e-01,-1.211520417596643862e+00
3.159969110576473783e-01,-1.444324107691684622e-01,-1.436509463972480027e+00,-1.755893565939919299e+00,-9.323794763837043309e-01,-1.506477922447678752e+00
-6.703764917941139601e-01,-6.439855260300906270e-01,4.398011275639729378e-01,-1.342198628163143059e+00,-7.124461006629139170e-01,-1.039184653648271617e+00
1.509361019843053153e+00,3.419732706280564916e-01,-1.349314520125752370e+00,2.385960587166668923e-02,-8.603002173743490300e-01,-7.778831090710732754e-01
-1.511607021238404069e+00,-9.803709807019589384e-01,1.708506901197819894e-01,-8.010749175802283073e-01,7.386043093577465690e-01,1.343174243361503262e+00
5.047663101263040186e-01,-1.318720059150711332e+00,-2.985805100043160132e-01,-2.511309199446754015e-03,-3.498359419898175449e-01,-1.533320153208010739e+00
