1.319079000763632159e-01,-7.081105345164231402e-01,-4.714709356522793771e-01,4.635843272287933914e-01,1.622143979163156224e+00
-1.307657334541472371e+00,-7.000116438663137597e-01,-1.351019166247921510e-01,1.070298677933245513e+00,4.980079673903429205e-01
-1.985328863255826914e-01,5.255763217909492635e-01,-5.931446594822674667e-01,1.075624177083019939e+00,-5.640811279373030285e-01
1.390725561746809502e-01,-9.003607998929951117e-01,-4.761064038344420268e-04,-7.630172777675314766e-02,-7.251927276800125277e-01
3.035510976709022701e-01,-1.924410431703935109e-01,-2.926739813132889223e-01,1.729257623018651824e-01,-2.898114161569661507e-01
1.821073553870944384e-01,-4.475774174781863013e-01,-1.775370845389808494e+00,7.358738109138169836e-01,3.188801596568158203e-02
-1.515056766988731041e-01,6.274537277847338501e-01,4.550598160493901645e-01,1.813563505949043586e+00,-6.582419739588710739e-01
-2.167198659060176613e+00,-2.685527961994353952e+00,-1.662301129374759157e+00,8.281458140618203068e-02,2.507352342289185465e+00
4.373009487972646658e-01,-9.012024267380620568e-01,-3.556166833388785253e-01,2.535802490501655626e+00,-2.136120636059019862e-01
6.771396951095558503e-01,1.299653259353563461e+00,-7.784034559088961469e-01,-4.246381124376363836e-01,4.081652866583150852e-01
2.415645580323011465e-01,-6.704579391080818240e-01,5.101222812445791455e-01,1.270203592359848699e+00,1.508571754040408441e+00
-1.277370264827445201e+00,3.426898438599071950e-01,-1.379391258878158166e-01,1.985031962903213154e+00,-1.026066013948751632e+00
-2.479965543101770642e+00,-2.208362799332289406e+00,6.549008888847689391e-01,1.777181801886510648e+00,1.494231463253350989e-02
-5.081542576475058803e-01,-2.210544476728816932e+00,-9.223239510193137480e-01,2.117202604600872951e-01,2.016216812583060403e-02
-9.315239335775045149e-01,-1.713339870905707274e+00,3.873568512403916531e-01,1.878939618368831388e+00,-7.727239926907885081e-01
-1.268272642238578385e+00,-1.498088739642273959e+00,-8.184401333656721178e-03,3.964598821413389818e-01,-2.265375901718430784e-01
4.940124216434703674e-01,-9.653969544707250439e-01,-4.082122321012473520e-01,7.621337431062114032e-01,-7.444112813728541722e-01
-7.203769876546242124e-01,-1.903642487365101443e+00,-3.853390378696031071e-03,1.797965161736566841e+00,-1.271671973319938420e+00
-8.971873442416817834e-01,-5.686333673358331398e-01,-8.543338211696143158e-01,1.704005387804692351e-01,1.225654480799326373e-01
8.323596522760430272e-01,1.716664360006205037e+00,-1.320814691532000040e+00,-2.277214679154800692e+00,3.116715673379851781e-01
-2.170707290797232458e-01,-3.848449334551133361e-01,-1.262904041092508090e+00,-5.356543220622433932e-02,2.198313766047769846e+00
-5.308524254816302523e-01,1.251253976009513380e+00,-4.757152601678884540e-01,-1.797483978051397369e-01,-1.980285554654629854e+00
-2.275733575682166165e-01,3.715476291895482008e-01,5.171356084993972146e-03,1.511096464218583346e+00,1.161807917927110356e+00
2.875169437306994702e-01,-2.482331500257345391e-02,1.083486116199933402e+00,6.552895801869496051e-01,-1.650441219713046248e+00
-8.289859394106202650e-01,4.463536579777805935e-01,-9.440873279090662429e-01,2.377331049283406550e+00,2.190888167710483891e+00
-1.457372841240771155e+00,-6.589679659952800694e-01,3.945128917182385564e-01,2.136734395369757067e+00,-7.542979178191133727e-01
7.973403941764729552e-01,-2.402658202411507293e+00,3.867077418107459641e-01,1.258879964433617049e+00,1.032243888141399557e+00
-1.860045551173543199e+00,1.636264905000472947e-02,-4.220154551817077437e-01,1.150216226676565867e+00,1.446125011543336836e+00
3.725814389700399243e-02,9.928434160108179363e-01,1.062933166214389713e+00,-1.339613974409879171e+00,-8.145105756408274056e-01
-8.458951843364507228e-01,-1.026021226159153699e+00,-1.688615771153308742e+00,4.900640289483156886e-01,-2.099308323638237606e-01
