-1.714387286115856224e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.168627842025981467e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.949941447687213891e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.632101842536092029e+00,5.000000000000000000e+00,4.000000000000000000e+00
4.085994310414793329e-01,1.000000000000000000e+00,2.000000000000000000e+00
-3.208135181128946023e-02,5.000000000000000000e+00,2.000000000000000000e+00
-1.474903310159611847e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.420091316916374247e+00,1.000000000000000000e+00,4.000000000000000000e+00
4.241047064553164492e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.253908374831107952e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.150530576793658444e+00,5.000000000000000000e+00,2.000000000000000000e+00
-9.560454941868186118e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.546502752470141795e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.920492138121504322e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.901442770333265919e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.246844209746360566e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.543346445687467261e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.177853930457235521e+00,5.000000000000000000e+00,4.000000000000000000e+00
3.053555303604454263e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.068310500627443371e+00,1.000000000000000000e+00,2.000000000000000000e+00
8.775982419665540046e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.183888241119890772e-01,1.000000000000000000e+00,4.000000000000000000e+00
-8.329878401744927885e-01,1.000000000000000000e+00,2.000000000000000000e+00
8.083656951606530416e-01,5.000000000000000000e+00,2.000000000000000000e+00
8.340635267922216212e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.381284167558916920e+00,5.000000000000000000e+00,4.000000000000000000e+00
5.680001918847014108e-01,1.000000000000000000e+00,2.000000000000000000e+00
3.819088009244839377e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.346312275381845724e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.940895561778442691e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.798031806601464222e+00,1.000000000000000000e+00,4.000000000000000000e+00
3.780412650110948625e-01,1.000000000000000000e+00,2.000000000000000000e+00
5.660511908173704310e-02,1.000000000000000000e+00,4.000000000000000000e+00
1.160791106883183987e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.101321070802884439e+00,5.000000000000000000e+00,4.000000000000000000e+00
9.153559357518392670e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.657029676484728431e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.366750389522867426e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.307372648270700211e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.110523002050589625e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.737401685626856818e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.260148290340598276e-01,1.000000000000000000e+00,4.000000000000000000e+00
4.415703568052842698e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.983693124214060299e+00,5.000000000000000000e+00,2.000000000000000000e+00
2.395359422764535839e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.080604028737220501e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.597205159594236701e+00,1.000000000000000000e+00,4.000000000000000000e+00
7.737827421160018426e-01,5.000000000000000000e+00,2.000000000000000000e+00
-8.805269999013810578e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.919184337315882338e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.056879562742530254e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.814566344840848111e-01,1.000000000000000000e+00,2.000000000000000000e+00
4.466022078324427547e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.508012856535002388e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.240016533182918046e+00,1.000000000000000000e+00,4.000000000000000000e+00
-7.920900352417804824e-02,1.000000000000000000e+00,2.000000000000000000e+00
-4.451324526721858743e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.740237779943815122e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.115507172650513468e+00,5.000000000000000000e+00,2.000000000000000000e+00
3.134898471261874375e-01,5.000000000000000000e+00,2.000000000000000000e+00
4.185371477541102170e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.801348125260148425e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.762824109931508731e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.298411440884497559e+00,5.000000000000000000e+00,4.000000000000000000e+00
-3.652999516567108085e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.737061804439077539e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.941351275622963390e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.077582072005407232e+00,5.000000000000000000e+00,4.000000000000000000e+00
3.324850187123761236e-01,1.000000000000000000e+00,4.000000000000000000e+00
